t_no	u_no	l_no1	l_no2	DATE	time	rating	div	seat	price	phone	password
469		27	17	2024-08-26	9:00	3	1	8	148500	010-5983-6172	0955
470	147	21	30	2024-08-26	13:00	3	1	7	135000		
471	130	6	3	2024-08-26	16:00	2	1	15	24480		
472	42	16	1	2024-08-26	18:00	2	1	7	100800		
473	54	27	5	2024-08-26	19:00	1	1	18	94000		
474	33	21	16	2024-08-26	19:00	1	1	23	22000		
475	35	8	19	2024-08-26	19:00	1	1	26	43000		
476	89	28	3	2024-08-26	20:00	3	1	9	222750		
477	121	14	29	2024-08-26	21:00	1	1	7	71000		
478	132	16	23	2024-08-26	6:00	3	1	2	63000		
479	113	26	5	2024-08-26	10:00	2	1	8	139680		
480	143	5	1	2024-08-26	10:00	1	1	33	48000		
481		26	14	2024-08-26	13:00	1	1	18	45000	010-1936-5824	7657
482	74	9	13	2024-08-26	20:00	2	1	14	37440		
483	200	5	13	2024-08-26	6:00	3	1	9	83250		
484	77	20	24	2024-08-26	11:00	3	1	3	36000		
485	135	21	19	2024-08-26	12:00	2	1	17	40320		
486	33	1	13	2024-08-26	13:00	2	1	11	84960		
487	30	22	7	2024-08-26	14:00	3	1	4	123750		
488	173	19	3	2024-08-26	15:00	3	1	8	153000		
489		26	10	2024-08-26	15:00	2	1	16	96480	010-6708-2431	5116
490	23	3	9	2024-08-26	17:00	1	1	4	30000		
491	177	27	11	2024-08-26	20:00	2	1	1	86400		
492	84	2	22	2024-08-26	21:00	3	1	2	191250		
493	136	12	21	2024-08-26	7:00	3	1	2	69750		
494	52	25	3	2024-08-26	7:00	2	1	13	123840		
495	48	8	25	2024-08-26	8:00	3	1	8	139500		
496		13	1	2024-08-26	10:00	2	1	4	84960	010-6845-9283	4428
497	115	23	1	2024-08-26	10:00	3	1	7	207000		
498	37	9	4	2024-08-26	16:00	2	1	15	86400		
499	43	11	27	2024-08-26	18:00	3	1	6	135000		
500	10	19	5	2024-08-26	21:00	2	1	12	84960		
501	183	18	15	2024-08-26	22:00	2	1	5	47520		
502	32	11	9	2024-08-26	7:00	1	1	11	47000		
503	69	29	22	2024-08-26	8:00	3	1	2	123750		
504	184	22	27	2024-08-26	11:00	1	1	3	21000		
505	31	3	19	2024-08-26	11:00	1	1	39	68000		
506	130	29	30	2024-08-26	14:00	1	1	27	63000		
507	64	17	16	2024-08-26	15:00	2	1	18	24480		
508	51	3	13	2024-08-26	17:00	3	1	3	103500		
509	164	26	14	2024-08-26	17:00	1	1	13	45000		
510		4	29	2024-08-26	18:00	3	1	7	243000	010-2967-4018	9827
511	32	6	27	2024-08-26	18:00	3	1	5	193500		
512	92	13	11	2024-08-26	18:00	3	1	5	58500		
513	82	20	2	2024-08-26	21:00	3	1	8	186750		
514	112	21	23	2024-08-26	21:00	3	1	2	40500		
515	73	20	11	2024-08-26	22:00	3	1	8	141750		
516	173	28	17	2024-08-26	22:00	2	1	5	80640		
517	199	30	2	2024-08-26	22:00	3	1	9	249750		
518		16	10	2024-08-26	7:00	1	1	42	21000	010-4893-7250	5166
519	137	18	14	2024-08-26	11:00	3	1	4	33750		
520	179	14	5	2024-08-26	12:00	2	1	25	84960		
521	55	28	26	2024-08-26	13:00	3	1	1	47250		
522	154	12	21	2024-08-26	15:00	3	1	8	69750		
523	55	16	8	2024-08-26	16:00	1	1	38	28000		
524	122	5	9	2024-08-26	17:00	2	1	24	25920		
525		2	27	2024-08-26	19:00	2	1	9	152640	010-8394-2710	2062
526	51	6	26	2024-08-26	20:00	1	1	24	89000		
527	165	27	16	2024-08-26	20:00	3	1	5	123750		
528	23	18	19	2024-08-26	22:00	2	1	13	46080		
529	8	3	15	2024-08-26	10:00	3	1	7	126000		
530	140	6	23	2024-08-26	11:00	3	1	10	146250		
531	170	8	11	2024-08-26	13:00	2	1	17	48960		
532		20	9	2024-08-26	15:00	2	1	27	56160	010-4236-1897	8842
533	83	11	27	2024-08-26	15:00	3	1	10	135000		
534	170	19	25	2024-08-26	17:00	1	1	2	27000		
535	197	11	15	2024-08-26	19:00	3	1	2	54000		
536	100	5	12	2024-08-26	19:00	2	1	12	43200		
537	31	26	7	2024-08-26	20:00	1	1	16	77000		
538	183	20	18	2024-08-26	7:00	2	1	15	100800		
539	138	17	10	2024-08-26	9:00	3	1	1	78750		
540	82	22	28	2024-08-26	11:00	3	1	9	54000		
541	123	3	11	2024-08-26	14:00	2	1	3	76320		
542	137	6	17	2024-08-26	17:00	1	1	5	45000		
543		3	7	2024-08-26	17:00	2	1	7	44640	010-8394-2710	2062
544	86	7	28	2024-08-26	18:00	1	1	44	74000		
545	68	3	20	2024-08-26	22:00	1	1	2	70000		
546	184	15	17	2024-08-26	22:00	3	1	2	76500		
547	72	30	11	2024-08-26	6:00	3	1	3	141750		
548	152	12	10	2024-08-26	6:00	1	1	28	21000		
549	198	5	28	2024-08-26	7:00	3	1	5	200250		
550	83	30	8	2024-08-26	14:00	1	1	23	85000		
551	47	23	19	2024-08-26	18:00	3	1	3	40500		
552	162	6	14	2024-08-26	21:00	1	1	8	48000		
553	195	12	1	2024-08-26	22:00	3	1	9	148500		
554	8	12	16	2024-08-26	6:00	2	1	11	17280		
555	128	23	5	2024-08-26	6:00	3	1	6	155250		
556	193	21	20	2024-08-26	10:00	3	1	7	22500		
557		22	26	2024-08-26	12:00	3	1	3	49500	010-7629-0841	5019
558	2	2	10	2024-08-26	12:00	1	1	29	43000		
559	102	7	3	2024-08-26	12:00	3	1	2	69750		
560	114	17	20	2024-08-26	13:00	1	1	6	14000		
561	187	8	12	2024-08-26	13:00	2	1	9	28800		
562	195	17	19	2024-08-26	13:00	1	1	19	36000		
563	105	6	5	2024-08-26	17:00	1	1	8	13000		
564	69	17	28	2024-08-26	20:00	3	1	1	126000		
565		21	1	2024-08-26	6:00	2	1	22	133920	010-8245-3690	5186
566	52	19	16	2024-08-26	8:00	2	1	2	30240		
567		9	1	2024-08-26	9:00	3	1	8	135000	010-4392-8710	0849
568	98	18	12	2024-08-26	12:00	3	1	1	132750		
569	151	21	8	2024-08-26	12:00	2	1	8	72000		
570	23	12	10	2024-08-26	18:00	1	1	15	21000		
571	76	30	4	2024-08-26	18:00	1	1	20	92000		
572	50	4	29	2024-08-26	10:00	3	1	4	243000		
573	27	26	28	2024-08-26	10:00	1	1	3	21000		
574		15	9	2024-08-26	12:00	1	1	3	36000	010-7314-9068	2266
575	43	28	24	2024-08-26	14:00	2	1	25	63360		
576		7	28	2024-08-26	14:00	1	1	16	74000	010-6974-5083	6882
577	64	16	27	2024-08-26	14:00	3	1	8	123750		
578	129	23	25	2024-08-26	15:00	2	1	15	12960		
579	35	29	10	2024-08-26	15:00	3	1	5	153000		
580	65	14	17	2024-08-26	16:00	2	1	21	77760		
581	147	3	7	2024-08-26	16:00	2	1	19	44640		
582		3	19	2024-08-26	17:00	1	1	41	68000	010-7263-9084	8023
583	51	16	1	2024-08-26	18:00	2	1	27	100800		
584	103	23	22	2024-08-26	18:00	1	1	18	26000		
585	171	5	4	2024-08-26	22:00	3	1	10	117000		
586	183	16	30	2024-08-27	8:00	2	1	12	92160		
587	124	10	26	2024-08-27	9:00	2	1	10	96480		
588	123	3	10	2024-08-27	14:00	1	1	19	38000		
589	28	5	26	2024-08-27	19:00	2	1	7	139680		
590	173	6	28	2024-08-27	20:00	1	1	17	83000		
591	66	6	9	2024-08-27	21:00	2	1	6	31680		
592	116	19	11	2024-08-27	21:00	2	1	6	48960		
593	134	24	19	2024-08-27	6:00	3	1	9	96750		
594	4	27	11	2024-08-27	9:00	2	1	3	86400		
595	178	15	20	2024-08-27	9:00	2	1	3	57600		
596	6	28	30	2024-08-27	10:00	1	1	36	24000		
597	114	15	14	2024-08-27	11:00	3	1	10	45000		
598	119	26	23	2024-08-27	13:00	3	1	3	85500		
599	112	24	15	2024-08-27	13:00	3	1	7	112500		
600	136	23	13	2024-08-27	13:00	2	1	5	50400		
601	93	2	22	2024-08-27	16:00	3	1	8	191250		
602	65	15	21	2024-08-27	16:00	1	1	18	34000		
603	54	6	23	2024-08-27	17:00	3	1	10	146250		
604	33	25	30	2024-08-27	17:00	2	1	17	67680		
605	101	29	13	2024-08-27	18:00	3	1	9	128250		
606	88	23	6	2024-08-27	19:00	2	1	17	93600		
607	138	26	17	2024-08-27	21:00	3	1	1	159750		
608	33	29	30	2024-08-27	21:00	1	1	14	63000		
609	199	19	14	2024-08-27	21:00	1	1	16	24000		
610	106	1	20	2024-08-27	6:00	3	1	4	211500		
611	101	24	2	2024-08-27	10:00	3	1	4	220500		
612	34	30	26	2024-08-27	14:00	2	1	22	5760		
613	161	10	26	2024-08-27	15:00	2	1	10	96480		
614	118	5	1	2024-08-27	16:00	1	1	1	48000		
615	122	23	25	2024-08-27	17:00	2	1	17	12960		
616	148	16	6	2024-08-27	18:00	1	1	27	38000		
617	71	20	14	2024-08-27	19:00	3	1	1	132750		
618	125	4	18	2024-08-27	21:00	2	1	12	74880		
619	177	14	19	2024-08-27	21:00	1	1	10	24000		
620		30	8	2024-08-27	6:00	1	1	34	85000	010-7204-5391	5367
621		23	12	2024-08-27	8:00	2	1	10	57600	010-4298-6157	8488
622	51	25	9	2024-08-27	12:00	1	1	23	57000		
623	130	25	6	2024-08-27	12:00	2	1	21	103680		
624	136	19	25	2024-08-27	13:00	1	1	11	27000		
625	2	24	21	2024-08-27	15:00	3	1	2	36000		
626	186	5	11	2024-08-27	15:00	2	1	4	70560		
627	96	5	28	2024-08-27	15:00	3	1	4	200250		
628	45	12	28	2024-08-27	15:00	3	1	3	137250		
629	57	7	4	2024-08-27	21:00	3	1	8	69750		
630	137	7	9	2024-08-27	22:00	3	1	7	67500		
631	96	16	4	2024-08-27	9:00	3	1	3	141750		
632	130	15	20	2024-08-27	15:00	2	1	18	57600		
633	194	24	10	2024-08-27	20:00	2	1	1	86400		
634	86	17	20	2024-08-27	22:00	1	1	13	14000		
635	18	17	19	2024-08-27	6:00	1	1	8	36000		
636	26	11	3	2024-08-27	8:00	2	1	8	76320		
637	193	3	7	2024-08-27	8:00	2	1	5	44640		
638	49	28	16	2024-08-27	9:00	2	1	27	69120		
639	4	22	7	2024-08-27	10:00	3	1	8	123750		
640	96	19	20	2024-08-27	11:00	2	1	7	53280		
641	72	11	27	2024-08-27	11:00	3	1	2	135000		
642	40	22	11	2024-08-27	12:00	2	1	3	56160		
643	101	4	5	2024-08-27	14:00	1	1	5	52000		
644	42	17	20	2024-08-27	17:00	1	1	27	14000		
645	90	7	4	2024-08-27	20:00	3	1	5	69750		
646	43	16	7	2024-08-27	21:00	3	1	7	76500		
647	144	24	21	2024-08-27	22:00	3	1	8	36000		
648	186	23	7	2024-08-27	22:00	2	1	1	83520		
649	118	30	6	2024-08-27	7:00	3	1	4	209250		
650	184	1	19	2024-08-27	7:00	1	1	39	75000		
651	22	17	15	2024-08-27	8:00	2	1	20	48960		
652	131	4	9	2024-08-27	9:00	2	1	19	86400		
653	176	2	13	2024-08-27	9:00	3	1	10	119250		
654	129	8	28	2024-08-27	13:00	2	1	14	106560		
655	157	17	12	2024-08-27	18:00	3	1	7	33750		
656	118	4	13	2024-08-27	19:00	2	1	20	73440		
657	101	11	21	2024-08-27	19:00	3	1	4	130500		
658	25	2	22	2024-08-27	19:00	3	1	9	191250		
659	199	11	10	2024-08-27	21:00	1	1	16	22000		
660		14	17	2024-08-27	21:00	2	1	20	77760	010-4893-7250	5166
661	162	1	3	2024-08-27	22:00	1	1	23	41000		
662	138	27	12	2024-08-27	6:00	2	1	18	97920		
663	185	14	7	2024-08-27	7:00	2	1	3	48960		
664	32	3	24	2024-08-27	7:00	2	1	3	122400		
665	11	14	6	2024-08-27	9:00	3	1	5	108000		
666	68	30	23	2024-08-27	14:00	3	1	4	94500		
667	68	2	17	2024-08-27	16:00	3	1	4	155250		
668	139	9	16	2024-08-27	16:00	1	1	26	25000		
669	43	7	10	2024-08-27	16:00	1	1	14	13000		
670	147	7	2	2024-08-27	21:00	3	1	7	67500		
671	151	30	8	2024-08-27	22:00	1	1	3	85000		
672	99	21	26	2024-08-27	7:00	3	1	1	126000		
673	175	21	28	2024-08-27	14:00	2	1	27	54720		
674		7	10	2024-08-27	14:00	1	1	15	13000	010-6974-5083	6882
675	84	15	21	2024-08-27	15:00	1	1	36	34000		
676	191	15	6	2024-08-27	16:00	2	1	24	56160		
677	97	27	12	2024-08-27	17:00	2	1	27	97920		
678	72	9	17	2024-08-27	20:00	2	1	19	36000		
679	144	23	25	2024-08-27	21:00	2	1	17	12960		
680	47	30	2	2024-08-27	6:00	3	1	5	249750		
681	130	14	1	2024-08-27	11:00	1	1	25	58000		
682	197	14	17	2024-08-27	12:00	2	1	20	77760		
683	155	12	29	2024-08-27	12:00	2	1	10	77760		
684	62	27	29	2024-08-27	13:00	3	1	3	119250		
685		5	14	2024-08-27	13:00	3	1	6	132750	010-4931-2086	8060
686	135	27	16	2024-08-27	19:00	3	1	1	123750		
687	73	23	10	2024-08-27	21:00	1	1	38	45000		
688	33	25	1	2024-08-27	7:00	3	1	7	227250		
689	193	9	16	2024-08-27	7:00	1	1	4	25000		
690	94	19	16	2024-08-27	9:00	2	1	16	30240		
691	49	27	19	2024-08-27	11:00	1	1	35	35000		
692	34	18	4	2024-08-27	13:00	1	1	30	52000		
693	65	15	1	2024-08-27	17:00	2	1	7	90720		
694		23	20	2024-08-27	18:00	3	1	10	63000	010-1978-3054	4472
695	89	14	7	2024-08-27	20:00	2	1	20	48960		
696	57	9	20	2024-08-27	21:00	2	1	4	56160		
697	108	27	8	2024-08-27	21:00	1	1	3	78000		
698	98	19	11	2024-08-27	6:00	2	1	18	48960		
699	71	20	2	2024-08-27	7:00	3	1	10	186750		
700	194	2	23	2024-08-27	8:00	2	1	2	126720		
701	12	25	23	2024-08-27	10:00	1	1	40	9000		
702	38	29	14	2024-08-27	13:00	3	1	10	159750		
703		2	10	2024-08-27	16:00	1	1	26	43000	010-2315-0867	5640
704	170	13	4	2024-08-27	19:00	1	1	2	51000		
705	175	30	6	2024-08-27	20:00	3	1	8	209250		
706	48	28	8	2024-08-27	21:00	1	1	6	74000		
707		26	14	2024-08-27	8:00	1	1	2	45000	010-5724-6108	1902
708	12	2	14	2024-08-27	9:00	3	1	7	141750		
709	142	27	18	2024-08-27	9:00	2	1	23	57600		
710	20	3	25	2024-08-27	11:00	2	1	7	123840		
711	4	13	21	2024-08-27	15:00	3	1	7	76500		
712		3	25	2024-08-27	16:00	2	1	4	123840	010-2986-7430	1778
713	78	7	23	2024-08-27	16:00	2	1	3	83520		
714	94	11	15	2024-08-27	22:00	3	1	1	54000		
715	6	8	7	2024-08-27	6:00	3	1	5	33750		
716	156	8	22	2024-08-27	6:00	1	1	10	59000		
717	112	14	17	2024-08-27	6:00	2	1	3	77760		
718	101	29	22	2024-08-27	7:00	3	1	5	123750		
719	183	28	18	2024-08-27	14:00	2	1	19	67680		
720	140	6	23	2024-08-27	20:00	3	1	9	146250		
721	182	10	15	2024-08-27	20:00	3	1	4	38250		
722	44	18	21	2024-08-27	22:00	1	1	29	61000		
723	97	20	25	2024-08-27	22:00	3	1	8	58500		
724	130	11	16	2024-08-27	7:00	2	1	9	54720		
725	98	23	1	2024-08-27	7:00	3	1	4	207000		
726	18	17	2	2024-08-27	8:00	1	1	15	69000		
727	145	30	29	2024-08-27	13:00	1	1	27	63000		
728	61	15	23	2024-08-27	14:00	1	1	15	29000		
729	170	10	19	2024-08-27	15:00	3	1	9	67500		
730	49	7	16	2024-08-27	15:00	3	1	5	76500		
731	28	19	25	2024-08-27	19:00	1	1	11	27000		
732	137	1	17	2024-08-27	21:00	1	1	8	82000		
733	103	22	12	2024-08-27	6:00	3	1	5	117000		
734	19	6	7	2024-08-27	7:00	2	1	2	20160		
735	152	24	1	2024-08-27	7:00	1	1	43	108000		
736		7	20	2024-08-27	9:00	3	1	6	132750	010-8652-7903	9724
737		9	24	2024-08-27	10:00	1	1	5	55000	010-9218-0347	0388
738	15	11	24	2024-08-27	11:00	2	1	23	106560		
739	134	20	9	2024-08-27	17:00	2	1	15	56160		
740	114	24	3	2024-08-27	19:00	3	1	10	191250		
741	49	12	2	2024-08-27	19:00	1	1	2	54000		
742	131	16	6	2024-08-27	21:00	1	1	16	38000		
743	159	7	27	2024-08-27	9:00	2	1	22	108000		
744	54	9	28	2024-08-27	10:00	1	1	24	74000		
745	41	21	16	2024-08-27	10:00	1	1	7	22000		
746	55	18	27	2024-08-27	10:00	1	1	22	40000		
747	37	29	24	2024-08-27	10:00	1	1	6	11000		
748	200	28	20	2024-08-27	11:00	2	1	13	70560		
749	128	29	21	2024-08-27	11:00	1	1	10	24000		
750	15	1	2	2024-08-27	13:00	3	1	10	51750		
751	58	30	29	2024-08-27	13:00	1	1	40	63000		
752	123	1	19	2024-08-27	13:00	1	1	8	75000		
753	3	24	2	2024-08-27	13:00	3	1	4	220500		
754	178	14	6	2024-08-27	14:00	3	1	5	108000		
755	10	1	6	2024-08-27	15:00	2	1	10	54720		
756		8	19	2024-08-27	19:00	1	1	10	43000	010-6847-9052	5652
757		25	5	2024-08-27	20:00	2	1	3	106560	010-3541-6089	0160
758	166	4	3	2024-08-27	6:00	2	1	15	70560		
759	50	6	8	2024-08-27	11:00	2	1	27	14400		
760	89	15	6	2024-08-27	12:00	2	1	2	56160		
761	122	6	26	2024-08-27	13:00	1	1	8	89000		
762	34	21	16	2024-08-27	14:00	1	1	3	22000		
763	112	12	6	2024-08-27	18:00	2	1	11	43200		
764	61	29	27	2024-08-27	19:00	3	1	10	119250		
765	4	3	2	2024-08-27	20:00	2	1	3	27360		
766	114	1	27	2024-08-27	21:00	1	1	34	104000		
767	164	5	13	2024-08-27	21:00	3	1	6	83250		
768	48	26	7	2024-08-27	21:00	1	1	16	77000		
769	108	28	25	2024-08-27	8:00	2	1	22	33120		
770	122	13	22	2024-08-27	9:00	3	1	4	85500		
771	149	19	26	2024-08-27	10:00	1	1	9	38000		
772	179	10	29	2024-08-27	11:00	1	1	13	68000		
773	57	23	1	2024-08-27	11:00	3	1	2	207000		
774	73	25	26	2024-08-27	11:00	1	1	19	43000		
775	22	30	9	2024-08-27	15:00	2	1	26	128160		
776	133	18	19	2024-08-27	15:00	2	1	23	46080		
777	172	12	7	2024-08-27	17:00	2	1	13	44640		
778	53	15	25	2024-08-27	17:00	2	1	1	54720		
779	12	28	26	2024-08-27	19:00	3	1	2	47250		
780	57	23	26	2024-08-27	22:00	1	1	11	38000		
781	29	5	16	2024-08-27	22:00	2	1	26	59040		
782	61	25	23	2024-08-27	6:00	1	1	10	9000		
783	168	23	7	2024-08-27	7:00	2	1	7	83520		
784	106	5	18	2024-08-27	8:00	1	1	2	74000		
785	144	27	17	2024-08-27	10:00	3	1	10	148500		
786	4	4	23	2024-08-27	11:00	1	1	44	82000		
787	4	19	11	2024-08-27	12:00	2	1	2	48960		
788	117	22	8	2024-08-27	13:00	1	1	33	59000		
789	45	3	22	2024-08-27	14:00	1	1	15	83000		
790	160	27	2	2024-08-27	16:00	2	1	16	152640		
791	51	30	14	2024-08-27	18:00	2	1	5	70560		
792	68	3	2	2024-08-27	18:00	2	1	24	27360		
793	117	11	16	2024-08-27	21:00	2	1	9	54720		
794	168	25	19	2024-08-27	21:00	2	1	22	38880		
795	31	8	26	2024-08-27	6:00	1	1	4	81000		
796	108	5	7	2024-08-27	8:00	3	1	7	60750		
797	78	13	4	2024-08-27	9:00	1	1	4	51000		
798	107	15	3	2024-08-27	10:00	1	1	3	56000		
799	35	10	22	2024-08-27	10:00	2	1	2	63360		
800	59	7	16	2024-08-27	10:00	3	1	9	76500		
801	19	20	3	2024-08-27	11:00	2	1	20	100800		
802	80	10	21	2024-08-27	13:00	3	1	2	99000		
803	146	8	18	2024-08-27	14:00	1	1	37	58000		
804	3	19	25	2024-08-27	16:00	1	1	22	27000		
805	123	4	6	2024-08-27	16:00	2	1	14	57600		
806	84	19	18	2024-08-27	17:00	1	1	11	32000		
807	195	26	18	2024-08-27	17:00	3	1	6	83250		
808	71	14	5	2024-08-27	18:00	2	1	20	84960		
809	143	26	13	2024-08-27	9:00	1	1	39	60000		
810	42	22	16	2024-08-27	18:00	3	1	6	87750		
811		26	24	2024-08-27	20:00	3	1	4	144000	010-5839-7201	8026
812	19	15	1	2024-08-27	21:00	2	1	20	90720		
813	155	30	22	2024-08-27	6:00	2	1	6	37440		
814	174	13	4	2024-08-27	9:00	1	1	8	51000		
815	22	27	29	2024-08-27	10:00	3	1	8	119250		
816	65	26	8	2024-08-27	10:00	3	1	8	182250		
817	199	25	18	2024-08-27	11:00	2	1	16	82080		
818		8	12	2024-08-27	14:00	2	1	11	28800	010-9463-7208	9542
819	147	2	17	2024-08-27	16:00	3	1	2	155250		
820	153	15	17	2024-08-27	16:00	3	1	9	76500		
821	60	28	24	2024-08-27	20:00	2	1	15	63360		
822	19	15	1	2024-08-27	21:00	2	1	24	90720		
823	200	24	8	2024-08-27	6:00	3	1	8	144000		
824	45	3	9	2024-08-27	8:00	1	1	16	30000		
825	140	19	21	2024-08-27	8:00	3	1	2	63000		
826	135	20	17	2024-08-27	11:00	2	1	10	20160		
827	7	29	17	2024-08-27	11:00	3	1	3	92250		
828	122	19	27	2024-08-27	15:00	1	1	18	35000		
829	105	24	1	2024-08-27	17:00	1	1	33	108000		
830	71	27	8	2024-08-27	19:00	1	1	44	78000		
831	148	10	11	2024-08-27	20:00	2	1	20	31680		
832		6	13	2024-08-27	21:00	3	1	1	67500	010-2967-4018	9827
833	150	30	26	2024-08-27	8:00	2	1	4	5760		
834	154	5	11	2024-08-27	8:00	2	1	9	70560		
835	104	29	21	2024-08-27	14:00	1	1	43	24000		
836	43	2	9	2024-08-27	15:00	1	1	41	45000		
837	183	22	12	2024-08-27	15:00	3	1	9	117000		
838	175	10	27	2024-08-27	16:00	2	1	12	93600		
839	103	25	18	2024-08-27	16:00	2	1	27	82080		
840	191	5	17	2024-08-27	19:00	3	1	6	96750		
841	162	23	27	2024-08-27	7:00	2	1	12	46080		
842	196	17	19	2024-08-27	10:00	1	1	23	36000		
843	135	22	10	2024-08-27	10:00	1	1	23	44000		
844		15	21	2024-08-27	11:00	1	1	20	34000	010-1795-8203	9564
845	182	30	1	2024-08-27	11:00	2	1	14	152640		
846	53	25	1	2024-08-27	12:00	3	1	6	227250		
847	24	15	24	2024-08-27	13:00	1	1	17	50000		
848	36	8	28	2024-08-27	14:00	2	1	7	106560		
849	1	26	10	2024-08-27	14:00	2	1	2	96480		
850	159	29	27	2024-08-27	17:00	3	1	4	119250		
851	114	12	13	2024-08-27	17:00	2	1	19	24480		
852	49	21	8	2024-08-27	9:00	2	1	21	72000		
853	78	6	23	2024-08-27	10:00	3	1	7	146250		
854	105	20	14	2024-08-27	10:00	3	1	2	132750		
855	124	18	17	2024-08-27	11:00	2	1	9	96480		
856	188	1	19	2024-08-27	16:00	1	1	44	75000		
857	169	10	15	2024-08-27	16:00	3	1	8	38250		
858	61	12	10	2024-08-27	17:00	1	1	11	21000		
859	169	27	16	2024-08-27	19:00	3	1	10	123750		
860	119	16	27	2024-08-27	20:00	3	1	1	123750		
861	8	2	9	2024-08-27	21:00	1	1	44	45000		
862	121	12	8	2024-08-27	21:00	3	1	3	45000		
863	24	9	21	2024-08-27	7:00	3	1	8	96750		
864	60	4	10	2024-08-27	13:00	3	1	7	94500		
865	151	28	11	2024-08-27	14:00	2	1	21	87840		
866	46	8	27	2024-08-27	14:00	1	1	29	78000		
867	131	28	15	2024-08-27	19:00	2	1	22	63360		
868	2	6	27	2024-08-27	20:00	3	1	8	193500		
869	67	13	20	2024-08-27	20:00	1	1	6	37000		
870	147	5	27	2024-08-27	21:00	2	1	17	135360		
871	133	25	9	2024-08-27	21:00	1	1	28	57000		
872	148	19	24	2024-08-27	21:00	1	1	23	43000		
873	119	5	3	2024-08-27	9:00	1	1	11	12000		
874	90	5	14	2024-08-27	10:00	3	1	7	132750		
875		20	2	2024-08-27	11:00	3	1	8	186750	010-5128-9067	4677
876	47	28	4	2024-08-27	13:00	3	1	2	207000		
877	58	8	15	2024-08-27	14:00	1	1	6	31000		
878	156	29	5	2024-08-27	14:00	1	1	44	84000		
879	57	3	19	2024-08-27	17:00	1	1	40	68000		
880	84	4	8	2024-08-27	19:00	3	1	7	101250		
881	71	25	22	2024-08-27	9:00	3	1	2	78750		
882	86	27	4	2024-08-27	9:00	3	1	7	202500		
883	74	29	18	2024-08-27	10:00	3	1	2	173250		
884	183	24	12	2024-08-27	16:00	3	1	5	99000		
885	97	29	7	2024-08-27	17:00	3	1	9	182250		
886	60	11	29	2024-08-27	21:00	3	1	2	177750		
887	74	1	6	2024-08-27	6:00	2	1	11	54720		
888	95	22	6	2024-08-27	9:00	2	1	4	95040		
889	53	2	27	2024-08-27	10:00	2	1	9	152640		
890	146	3	2	2024-08-27	11:00	2	1	11	27360		
891	115	3	15	2024-08-27	14:00	3	1	4	126000		
892	115	9	18	2024-08-27	15:00	3	1	6	153000		
893		14	19	2024-08-27	16:00	1	1	35	24000	010-9381-5074	3946
894	74	19	27	2024-08-27	17:00	1	1	14	35000		
895	56	9	1	2024-08-27	19:00	3	1	4	135000		
896	38	23	1	2024-08-27	20:00	3	1	2	207000		
897	144	3	2	2024-08-27	7:00	2	1	4	27360		
898	71	13	21	2024-08-27	11:00	3	1	3	76500		
899	9	28	25	2024-08-27	11:00	2	1	27	33120		
900	22	30	14	2024-08-27	12:00	2	1	20	70560		
901	143	29	10	2024-08-27	13:00	3	1	2	153000		
902	13	2	13	2024-08-27	14:00	3	1	8	119250		
903	123	28	13	2024-08-27	17:00	1	1	22	52000		
904	172	21	4	2024-08-27	18:00	1	1	42	85000		
905	27	25	18	2024-08-27	18:00	2	1	12	82080		
906	100	23	24	2024-08-27	19:00	3	1	3	63000		
907	9	9	24	2024-08-27	20:00	1	1	27	55000		
908	180	16	1	2024-08-27	20:00	2	1	20	100800		
909	124	20	28	2024-08-27	21:00	3	1	4	110250		
910	112	28	30	2024-08-27	22:00	1	1	5	24000		
911	145	14	6	2024-08-27	22:00	3	1	8	108000		
912	82	1	9	2024-08-27	8:00	1	1	7	60000		
913	58	1	13	2024-08-27	11:00	2	1	8	84960		
914	153	19	14	2024-08-27	17:00	1	1	33	24000		
915	41	28	16	2024-08-27	17:00	2	1	8	69120		
916	3	24	15	2024-08-27	18:00	3	1	8	112500		
917	38	28	16	2024-08-27	19:00	2	1	24	69120		
918	96	9	4	2024-08-27	20:00	2	1	6	86400		
919	89	23	28	2024-08-27	7:00	2	1	5	30240		
920	123	2	27	2024-08-27	11:00	2	1	2	152640		
921	1	22	8	2024-08-27	13:00	1	1	7	59000		
922	181	24	11	2024-08-27	14:00	1	1	15	74000		
923	53	5	23	2024-08-27	14:00	1	1	20	69000		
924	164	13	17	2024-08-27	14:00	3	1	6	63000		
925	170	18	25	2024-08-27	19:00	2	1	19	82080		
926	113	23	28	2024-08-27	20:00	2	1	24	30240		
927	95	21	23	2024-08-27	21:00	3	1	7	40500		
928	38	2	21	2024-08-27	22:00	2	1	4	120960		
929		14	18	2024-08-27	7:00	3	1	4	33750	010-3820-6194	8750
930	109	9	17	2024-08-27	10:00	2	1	10	36000		
931	119	19	9	2024-08-27	11:00	2	1	5	66240		
932	80	4	28	2024-08-27	13:00	1	1	41	92000		
933	140	7	27	2024-08-27	15:00	2	1	26	108000		
934	152	6	2	2024-08-27	16:00	3	1	3	54000		
935	19	26	15	2024-08-27	20:00	1	1	12	49000		
936	16	17	29	2024-08-27	21:00	3	1	3	92250		
937		25	18	2024-08-27	22:00	2	1	11	82080	010-5792-6143	6650
938	111	26	11	2024-08-27	22:00	3	1	1	132750		
939	63	3	15	2024-08-27	22:00	3	1	10	126000		
